id,answer
TEST_0591, 바나나ㆍ파인애플ㆍ망고ㆍ건조 과일 등
TEST_0592, 7.25%
TEST_0593, 9조3607억원
TEST_0594, 85.5%
TEST_0595," 1103.8원
이번"
TEST_0596," 50조6740억원
 "
TEST_0597," 10억원
 "
TEST_0598," 1억원
 "
TEST_0599, 40%이번에 새로 출시된 제품은 어
TEST_0600," 504개 기관
 "
TEST_0601," 20만원
 "
TEST_0602," 25척
 "
TEST_0603," 20여 명
이번에 새로 나온 제품은"
TEST_0604," 12척
이번에 새로 나온 제품은 어"
TEST_0605," 1척
이번에 새로 나온 제품은 어떤"
TEST_0606," 80.5㎜
이번에 새로 출시된 제품"
TEST_0607," 791억 원
 "
TEST_0608," 2021년 10월
이번에 새로 나온"
TEST_0609," 9개
이번에 새로 나온 제품은 어떤"
TEST_0610, 광화문광장 재구조화 사업은 박원순 
TEST_0611, 광화문광장 조성 사업은 고 박원순 
TEST_0612," 10.2%
 "
TEST_0613," 5% 이내
 "
TEST_0614, 5%이번에 새로 나온 신차는 어떤 
TEST_0615, 4억8000만원에서 7억2000만원
TEST_0616," 5% 초과
 "
TEST_0617," 2020년 8월 13일이야. 

희"
TEST_0618," 우리 함께 이겨냅시다
 "
TEST_0619," 3대
 "
TEST_0620," 문재인 대통령과 김정숙 여사야. 
"
TEST_0621," 1천만 원
 "
TEST_0622, 1970년생으로 올해 51세야. 한
TEST_0623," 55.7세
 "
TEST_0624, 7위야. 한화그룹은 지난 6월 말 
TEST_0625, 121.5조원이야. 한화그룹의 자산
TEST_0626," 김동원
 "
TEST_0627," 라인하트
 "
TEST_0628," 20% 이상
 "
TEST_0629," 25일
 "
TEST_0630," 3만개 사
 "
TEST_0631, 성숙기에는 무엇이 중요해?이번에 새
TEST_0632, www.kosmes.or.kr이번에
TEST_0633, 10만 부이번에 새로 출시된 제품은
TEST_0634," 12월 31일
 "
TEST_0635, 44.5%
TEST_0636, 85.5%이번에 새로
TEST_0637, 48.9%이
TEST_0638," 1888억원 적자
"
TEST_0639, 5.3%
TEST_0640, 시 홈페이지 고시공고에서 신청서와 
TEST_0641," 180만원
 "
TEST_0642," 만 18~39세
 "
TEST_0643," 200만원
 "
TEST_0644, 1명당 총 1000만원의 인센티브가
TEST_0645," 12월 3일까지
 "
TEST_0646, 175.1명으로 2단계 격상 기준인
TEST_0647," 30명
 "
TEST_0648," 박능후 보건복지부 장관이야.
 Qu"
TEST_0649, 노래방·PC방·스키장·영화관·이벤트
TEST_0650," 삼성증권
이번에 새로 나온 제품은 "
TEST_0651," 2020년 9월 6일
 "
TEST_0652," 대검 감찰부
 "
TEST_0653," 94억원
 "
TEST_0654," 법무법인 동인
 "
TEST_0655," 법세련
 "
TEST_0656," 28일
 "
TEST_0657," 230여ha
 "
TEST_0658, 백세미는 GAP 인증 도정시설에서 
TEST_0659," 1,000톤
 "
TEST_0660," 50억 원
 "
TEST_0661," 세종시
 "
TEST_0662," 29일
 "
TEST_0663, 임대차법 시행일 이후에 계약을 맺은
TEST_0664," 흑석동
 "
TEST_0665," 6월
 "
TEST_0666, 크로아티아 국토 면적은 한국의 절반
TEST_0667," 1000개가 넘어
 "
TEST_0668," 7월 1일
 "
TEST_0669," 50만명이 넘어
 "
TEST_0670," 자그레브
 "
TEST_0671, 정부는 국내 인구의 20%인 약 1
TEST_0672, 제넥신의 백신은 DNA 백신이야. 
TEST_0673," 60건
 "
TEST_0674, 20건이야. 
TEST_0675," 보건의료인과 사회 필수시설 종사자,"
TEST_0676," 한국농어촌공사
 "
TEST_0677," 장영호
 "
TEST_0678," 9개지구
 "
TEST_0679," 2020년 12월 31일
 "
TEST_0680," 공간효율, 주민행복, 사회적책임이야"
TEST_0681," 1999년
 "
TEST_0682, 7조4109억원이야.이번에 새로 나
TEST_0683, 5%이번에 새로 출시된 제품은 어떤
TEST_0684, 정부가 재정 부담을 줄이기 위해 민
TEST_0685, MRG 사업이야.이번에 새로 출시된
TEST_0686," 2만3006대
 "
TEST_0687," 18일
 "
TEST_0688," 98만5000대
 "
TEST_0689, 혼다 오딧세이와 도요타 시에나야.이
TEST_0690," 세도나
 "
TEST_0691," 24일
 "
TEST_0692," 서찬식
 "
TEST_0693, 11명 
TEST_0694," 4개
 "
TEST_0695," 2019년
 "
TEST_0696, 1월1일이야.이번에 새로 나온 제품
TEST_0697, 5일부터 26일까지야.이번에 새로 
TEST_0698," 5월31일
 "
TEST_0699," 전남도와 시군 누리집, 부동산공시가"
TEST_0700, 5월10일까지야.이번에 새로 나온 
TEST_0701, 윤 총장은 “법적으로 다투거나 쟁송
TEST_0702," 200만원
 "
TEST_0703," 11월
이번에 새로 나온 제품은 어"
TEST_0704," 천안시
 "
TEST_0705," 음식점과 주점, 사우나, 수영장, "
TEST_0706, 0.3%이번에 새로 나온 제품은 어
TEST_0707," 5.8명
 "
TEST_0708, 20%로 낮추기로 했어.이번에 새로
TEST_0709, 소급적용은 안 해. 정부는 내년 하
TEST_0710," 저금리 시대가 지속되고 있지만, 최"
TEST_0711, 정부는 햇살론 등 정책서민금융을 연
TEST_0712," 57만명
이번에 새로 나온 제품은 "
TEST_0713," 사르가숨 호르네리
 "
TEST_0714," 3∼5ｍ
 "
TEST_0715," 중국 저우산 지역
 "
TEST_0716," 3~6월 사이
 "
TEST_0717," 이미퀴모드(Imiquimod)야.
"
TEST_0718," 1만3571명
이번에 새로 나온 제"
TEST_0719, 69.1%이번에 새로 나온 제품은 
TEST_0720," 500여명
이번에 새로 나온 제품은"
TEST_0721," 6000명 이상
이번에 새로 나온 "
TEST_0722," 244곳
 "
TEST_0723," 메리퀸
 "
TEST_0724," 17
2. 담양군은 딸기 수출을 위"
TEST_0725," 메리퀸
 "
TEST_0726," 2017년
 "
TEST_0727," 싱가포르와 말레이시아
이번에 새로 "
TEST_0728," 생활치료센터
 "
TEST_0729," 엄중식 가천대길병원 감염내과 교수
"
TEST_0730," 중증환자 치료 병상
 "
TEST_0731," 11일
 "
TEST_0732," 2회
 "
TEST_0733," 2018년
 "
TEST_0734," 208명
 "
TEST_0735," 강원도와 충남 천안·아산, 전남 순"
TEST_0736," 100명
 "
TEST_0737," 11.1명
 "
TEST_0738," 음식 먹기
 "
TEST_0739, 임신 22주야.이번에 새로 나온 신
TEST_0740, 1년 이하의 징역이나 200만원 이
TEST_0741, 낙태죄를 완전히 폐지하는 방안을 놓
TEST_0742," CEDAW
 "
TEST_0743, 여성의 재생산권 전반을 보장할 수 
TEST_0744," 부산시청 앞 광장
 "
TEST_0745," 트롬 건조기
 "
TEST_0746, 노무현 대통령 시절 청와대에 제작한
TEST_0747," CD
 "
TEST_0748," 골프채
 "
TEST_0749," 65%
 "
TEST_0750," 115만명
이번에 새로 나온 제품은"
TEST_0751," 오지랩
 "
TEST_0752," 1일
이번에 새로 나온 제품은 어떤"
TEST_0753," 2021년 3월 1일
이번에 새로 "
TEST_0754," 1개월
이번에 새로 나온 제품은 어"
TEST_0755," 영하 70도
이번에 새로 나온 제품"
TEST_0756," 6시간
이번에 새로 나온 제품은 어"
TEST_0757," 25일
이번에 새로 나온 제품은 어"
TEST_0758, 단백질이야.이번에 새로 나온 제품은
TEST_0759, mRNA 백신은 영하 70도 조건에
TEST_0760, 50~70%이번에 새로 나온 제품은
TEST_0761," 30일
 "
TEST_0762, 10.3%이번에 새로 나온 신제품은
TEST_0763, 38.1%이번에 새로 나온 제품은 
TEST_0764, 30.1%이번에 새로 나온 신제품은
TEST_0765," 1만원
 "
TEST_0766," 165명
 "
TEST_0767," 13일
 "
TEST_0768," 8명
 "
TEST_0769," 99명
 "
TEST_0770," 9월
 "
TEST_0771," 박일준
 "
TEST_0772," 84곳
 "
TEST_0773, 동서발전은 신재생에너지와 산업재해 
TEST_0774," 4000만 원
 "
TEST_0775," 237명
 "
TEST_0776," 41㎡
이번에 새로 나온 신제품은 "
TEST_0777," 3000만원
이번에 새로 나온 신제"
TEST_0778, 8.2%이번에 새로 나온 신제품은 
TEST_0779, 70%야.이번에 새로 나온 신차는 
TEST_0780, 80%야.이번에 새로 나온 신제품은
TEST_0781," 191명
이번에 새로 나온 제품은 "
TEST_0782," 75명
 "
TEST_0783, 12명이야. 인제군 지인모임은 10
TEST_0784," 11일
 "
TEST_0785," 13%대
 "
TEST_0786," 1995년
 "
TEST_0787," 2014년
 "
TEST_0788," 5만4413대
 "
TEST_0789," 320억 원
 "
TEST_0790," 87개
 "
TEST_0791," 133조원
 "
TEST_0792," 마스크, 체온계, 손 소독제, 손 "
TEST_0793, 17.2%이번에 새로 나온 제품은 
TEST_0794," 21.5%로 공동 선두
 "
TEST_0795, 95% 신뢰수준에 ±1.9%이번에 
TEST_0796," 2021년 7월 24일
 "
TEST_0797," 법무연수원
이번에 새로 나온 제품은"
TEST_0798," 익산
 "
TEST_0799," 18일
 "
TEST_0800," 60대
 "
TEST_0801," 원광대병원
 "
TEST_0802," 강영석
 "
TEST_0803," 400여명
이번에 새로 나온 신제품"
TEST_0804," 대전, 충북, 부산, 제주, 대구,"
TEST_0805," 부산시청 시민광장
 "
TEST_0806," 김재하
 "
TEST_0807," 50주기
 "
TEST_0808, 임대료 인하 비율의 50%까지 적용
TEST_0809, 5월 시의회 의결을 거쳐 시행된다.
TEST_0810, 유흥주점 등 고급 오락장에 해당하는
TEST_0811, 2800여만원 
TEST_0812, 재산세 감면 추진안은 5월 시의회 
TEST_0813, 정부는 올해보다 7~8% 늘어난 내
TEST_0814, 홍남기 부총리 겸 기획재정부 장관이
TEST_0815," 160조원
이번에 새로 나온 제품은"
TEST_0816," 512조3000억원
 "
TEST_0817, 43.5%이번에 새로 나온 신제품은
TEST_0818, “상관들이 A씨를 비난하는 데 동참
TEST_0819, “하혈로 수술하고 2주간 요양이 필
TEST_0820," 2주
A씨는 “이런 상황이 지속되면"
TEST_0821," 강원도청
 "
TEST_0822," 강원도청 총무과
“상사들이 ‘법을 "
TEST_0823, 대구 수성구 청호로 321(황금동)
TEST_0824, 대구 동구 팔공로 227(봉무동) 
TEST_0825, 팔공산자수박물관은 대구 동구 팔공산
TEST_0826, 대구 동구 파계로112길 17(중대
TEST_0827, 대구 중구 달구벌대로415길 49(
TEST_0828, 독일이야. 독일은 트럼프 대통령과 
TEST_0829," 보우소나루
 "
TEST_0830," 파리협약
 "
TEST_0831, 트럼프 대통령은 독일에 주둔하는 미
TEST_0832, 미국과 무역 전쟁 중인 중국의 시진
TEST_0833," 광주지역본부 주차장
 "
TEST_0834," 23일
 "
TEST_0835," NH농협은행 대학생봉사단 N돌핀
 "
TEST_0836," 탄소
 "
TEST_0837," 강
"
TEST_0838," 10만원
 "
TEST_0839," 광화문과 서울광장
 "
TEST_0840," 뚝섬과 여의도 한강 공원
 "
TEST_0841," 8월 3일
 "
TEST_0842, 전체 좌석의 30% 이내로 제한해.
TEST_0843, 태극기 혁명 국민운동본부(국본)와 
TEST_0844," 100인 미만
이번에 새로 나온 제"
TEST_0845," 새한국
이번에 새로 나온 제품은 어"
TEST_0846, 광화문광장이야.이번에 새로 나온 제
TEST_0847," 73명
이번에 새로 나온 제품은 어"
TEST_0848," 강남 4구는 강남구(0.05%), "
TEST_0849," 35.2㎞
 "
TEST_0850," 2021년
 "
TEST_0851," 2조1990억원
 "
TEST_0852," 6일
 "
TEST_0853," 2900원
 "
TEST_0854, 캐나다는 인구 1인당 백신 10.9
TEST_0855, 미국은 인구 약 3억 3100만 명
TEST_0856, 존슨앤존슨 백신은 한 사람이 1회만
TEST_0857," 1304명
  "
TEST_0858," 2023~2024년 전
 "
TEST_0859," 22일
 "
TEST_0860, 인플루언서와 금전적인 관계를 맺은 
TEST_0861, 정의선 회장은 현대글로비스 지분을 
TEST_0862," 3조원 이상
 "
TEST_0863, 현대차그룹은 2018년 3월 지배구
TEST_0864," 현대엔지니어링, 현대글로비스, 현대"
TEST_0865," 현대글로비스
이번에 새로 나온 차량"
TEST_0866," 훙멍
 "
TEST_0867," 위청둥
 "
TEST_0868," 아너(Honor)
 "
TEST_0869," TSMC
 "
TEST_0870," 2021년
 "
TEST_0871, 459%이번에 새로 나온 제품은 어
TEST_0872, 680%이번에 새로 나온 제품은 어
TEST_0873, 926%이번에 새로 출시된 제품은 
TEST_0874, 618%이번에 새로 나온 제품은 어
TEST_0875, 970%이번에 새로 출시된 제품은 
TEST_0876, 8월이번에 새로 나온 제품은 어떤 
TEST_0877, 양향자(광주 서구을) 민주당 반도체
TEST_0878, 5월 중 취합해 늦어도 6월안에 문
TEST_0879, 소병철 의원이야.이번에 새로 나온 
TEST_0880," 23일
 "
TEST_0881," 3명
 "
TEST_0882," 80점 이상
"
TEST_0883," 141대 1
 "
TEST_0884," 2명
"
TEST_0885," 17점
 "
TEST_0886, 진보 성향 응답자 중 48.5%가 
TEST_0887," 서울중앙지검
 "
TEST_0888, 71.1% 
TEST_0889, 얼마야?이번에 새로 나온 신제품은 
TEST_0890," 2007년
 "
TEST_0891," 인력 구조조정 안 한다는 거야.

"
TEST_0892, 24일이야.이번에 새로 나온 제품은
TEST_0893, 1조3000억원이야.  
TEST_0894, 딜리버리히어로코리아야. 딜리버리히어
TEST_0895, 한진그룹이야. 한진그룹은 아시아나항
TEST_0896," 미래통합당
 "
TEST_0897," 2014년
 "
TEST_0898, 7.4%
TEST_0899," 2014년
 "
TEST_0900," 2011년
 "
TEST_0901," 호텔
 "
TEST_0902, 코로나19 확산으로 사회적 거리두기
TEST_0903, 조씨는 “코로나19로 인해 결혼식장
TEST_0904," 50명 미만
 "
TEST_0905," 따로 또 같이
 "
TEST_0906," 11일
 "
TEST_0907, 2893억원이야.이번에 새로 출시된
TEST_0908, 김포시 구래동에 있는 구래역이야.이
TEST_0909," 틱톡
 "
TEST_0910," 6일
 "
TEST_0911, 로비스트들이다. 틱톡은 미국 시장을
TEST_0912, 세쿼이아 캐피탈(Sequoia Ca
TEST_0913," 재러드 쿠슈너
 "
TEST_0914, 55세 
TEST_0915, 중앙대야. 
TEST_0916, 캠코브러리는 캠코가 지역아동센터와 
TEST_0917, 정읍이야. 
TEST_0918, 조세채권관리처장이야. 
TEST_0919, 270명이야.이번에 새로 나온 제품
TEST_0920," 50개 주의 하원 의원 수
 "
TEST_0921, 부통령이야.이번에 새로 나온 제품은
TEST_0922, 26개야.이번에 새로 나온 제품은 
TEST_0923, 20%야.이번에 새로 나온 제품은 
TEST_0924," 10명
 "
TEST_0925," 질병관리본부
 "
TEST_0926, 23일 자정부터야. 
TEST_0927, 1만576건이야. 이 중 실제 조사
TEST_0928," 원 스트라이크 아웃
 "
TEST_0929, 국가가 피해자에게 실질적인 피해 구
TEST_0930," 범대위
포항11·15촉발지진범시민대"
TEST_0931, 정부는 포항 지진으로 피해를 입은 
TEST_0932, 13일까지야.이번에 새로 나온 신제
TEST_0933, 2017년 11월 15일이야.이번에
TEST_0934, 10월이야. 정부는 10월에 시행령
TEST_0935, 4%야. 정부는 이 비율을 2.5%
TEST_0936, 5%야. 정부가 임대차 기간을 늘리
TEST_0937, 0.5%야.이번에 새로 나온 신제품
TEST_0938, 5%야.이번에 새로 나온 신제품은 
TEST_0939, 50명 이내야 해.이번에 새로 나온
TEST_0940, 9월 28일이야. 
TEST_0941," 강남구
 "
TEST_0942, 의정부시야.이번에 새로 나온 신제품
TEST_0943," 경북대병원
이번에 새로 나온 제품은"
TEST_0944, 59.8%야.이번에 새로 나온 제품
TEST_0945," 요기요 매각
 "
TEST_0946," 4조7500억원
이번에 새로 나온 "
TEST_0947, 독과점 우려를 해소하라는 주문이야.
TEST_0948," 120만 명
이번에 새로 나온 제품"
TEST_0949, 전자조사로 인해 조사 결과를 바로 
TEST_0950, 2011년이번에 새로 출시된 제품은
TEST_0951, 118억원 
TEST_0952," 350여 개
 "
TEST_0953, 50%이번에 새로 출시된 제품은 어
TEST_0954, 7월20일이번에 새로 출시된 제품은
TEST_0955," 10억3000만원
 "
TEST_0956," 8차례에 걸쳐 10억6400여만원
"
TEST_0957, 16.6%야. 
TEST_0958, 7억5900만원으로 서로 다르다. 
TEST_0959," 94억원
 "
TEST_0960, 39%이번에 새로 나온 제품은 어떤
TEST_0961, 내년 7월 1일이야.이번에 새로 나
TEST_0962, 비용과 사람이야.이번에 새로 나온 
TEST_0963," 3개월
 "
TEST_0964, 얼마야?이번에 새로 나온 제품은 어
TEST_0965," 14일과 15일
 "
TEST_0966," 사이먼 스미스
 "
TEST_0967, 인천경제자유구역청과 국토교통과학기술
TEST_0968," 이원재
 "
TEST_0969, 인천광역시 송도국제도시 경원재 앰배
TEST_0970, 40.1%이번에 새로 나온 제품은 
TEST_0971," 1만 4507종
 "
TEST_0972, 굽은애기불가사리(Henricia e
TEST_0973," 1071종
 "
TEST_0974, 31종이번에 새로 나온 제품은 어떤
TEST_0975," 2019년
 "
TEST_0976," 1962년
 "
TEST_0977," 84년 11월
 "
TEST_0978," 현금통
 "
TEST_0979, 지하철에서 현금으로 티켓을 구매할 
TEST_0980," 400억 원 이상
 "
TEST_0981," 14주
 "
TEST_0982," 임신 15~24주
 "
TEST_0983, 미프진은 자연유산을 유도하는 약물이
TEST_0984," 무엇이야?
 "
TEST_0985, 신념에 따라 낙태 시술을 거부할 수
TEST_0986, 대한(大寒) 후 5일째인 1월 25
TEST_0987, 신구간 이사 비용이 평소보다 최소 
TEST_0988," 3~4건
 Answer: 10건
 "
TEST_0989," 90만~100만원대
 Answer:"
TEST_0990, 신구간 이사 비용은 평균 130만~
TEST_0991, 홍 부총리가 주식 양도소득세 부과 
TEST_0992, 홍남기 부총리 겸 기획재정부 장관이
TEST_0993," 24일
 "
TEST_0994," 16일
 "
TEST_0995," 2020년 7월
 "
TEST_0996, 갤럭시노트20이었다. 하지만 머지않
TEST_0997, 갤럭시Z 폴드2이번에 새로 출시된 
TEST_0998," 50만대
 "
TEST_0999," 10분의 1
EUIPO
갤럭시 노트"
TEST_1000," 800만대
이번에 새로 나온 제품은"
TEST_1001," 함께 헤어
 "
TEST_1002, 성남시 중원구의 도촌종합사회복지관이
TEST_1003," 20년
 "
TEST_1004," 3000원
 "
TEST_1005, 매주 월·수·금 오전 10시부터 오
TEST_1006, JDC가 발표한 2021년 경영계획
TEST_1007, 첨단과학기술단지에 대한 지원체계를 
TEST_1008, JDC는 영어교육도시 2단계 부지조
TEST_1009," 올해 안으로
 "
TEST_1010," 미래산업 추진 동력
이번에 새로 출"
TEST_1011, 전경련 컨퍼런스 센터 3층 다이아몬
TEST_1012," 박한식
 "
TEST_1013," (사)미래혁신포럼
 "
TEST_1014," 〈시아버지의 선물〉
 "
TEST_1015," 이시은
 "
TEST_1016, 김진우 덕성여자대학교 총장 직무대리
TEST_1017," 케어팜
 "
TEST_1018, 스마트팜은 인공 영양물로 식물을 키
TEST_1019, 한승용 교수는 “초전도 자석 기술로
TEST_1020, 벤처기업 육성이야.이번에 새로 나온
TEST_1021," 87억7000만 달러
 "
TEST_1022," 3억3100만 달러
 "
TEST_1023," 83억6000만 달러
이번에 새로 "
TEST_1024," 422.64달러
이번에 새로 출시된"
TEST_1025, 80달러야.이번에 새로 나온 제품은
TEST_1026, 삼일회계법인이야.
TEST_1027," 박용호
이번에 새로 나온 제품은 어"
TEST_1028, NH투자증권이야.
TEST_1029," 3515억원
 "
TEST_1030, 15.2%
TEST_1031," 2020년 11월 16일
이번에 새"
TEST_1032," 2020년 11월 16일
이번에 새"
TEST_1033," 4조7000억원
 "
TEST_1034," 1105.3원
이번에 새로 나온 제"
TEST_1035, 2020년 11월 5일(6만6700
TEST_1036," 10건
 "
TEST_1037," KST모빌리티(마카롱 택시)
 Qu"
TEST_1038," 현대글로비스와 LG화학
 "
TEST_1039," 굿바이카
 "
TEST_1040," 현대로템
 "
TEST_1041," 2053억원
이번에 새로 나온 제품"
TEST_1042, 부동산 투자자문업이야.이번에 새로 
TEST_1043," 45세
이번에 새로 나온 제품은 어"
TEST_1044," 165억원
 "
TEST_1045, 이씨의 사촌은 옵티머스 대표가 운영
TEST_1046," 7600억 원
 "
TEST_1047," 4만3000톤
 "
TEST_1048," 260명
 "
TEST_1049," 최정우
 "
TEST_1050," 광양시 부시장
 "
TEST_1051, 내년 3월 15일이야. 금융위는 공
TEST_1052, 금융위는 불법공매도에 대한 처벌을 
TEST_1053, 소형주에 대한 공매도 제한 방안을 
TEST_1054, 시장조성자는 주식 매수ㆍ매도 가격을
TEST_1055, 1억원 이하야.이번에 새로 나온 신
TEST_1056," 22일
 "
TEST_1057," 19일
 "
TEST_1058," 김봉현
 "
TEST_1059," 1995년
 "
TEST_1060," 22일 오후 10시 10분
 "
TEST_1061," 높아
 "
TEST_1062," 374만원
"
TEST_1063," 244명
이번에 새로 나온 제품은 "
TEST_1064," 7사단 신병교육대는 어디에 있어?
"
TEST_1065," 육군협회
 "
TEST_1066," KT
 "
TEST_1067, 육군협회와 육군본부가 함께 만든 유
TEST_1068," 12일
 "
TEST_1069," 2020년 7월 1일, 2020년 "
TEST_1070, 미국 대선이 얼마 남지 않아서야.이
TEST_1071, 중국의 경기가 살아나고 있다는 점이
TEST_1072," 1120~1140원
 "
TEST_1073, 완도문화예술의 전당이야.이번에 새로
TEST_1074, 3개국이야. 
TEST_1075," 500만 불
"
TEST_1076, 해양수산부와 완도군이야.이번에 새로
TEST_1077, 9월이야.이번에 새로 출시된 제품은
TEST_1078," 김대중컨벤션센터
 "
TEST_1079, 대구·경북의 인구는 2020년 12
TEST_1080," 81.8퍼센트
이번에 새로 출시된 "
TEST_1081, 대구·경북은 2022년 7월 특별자
TEST_1082," 동남권 메가시티
 "
TEST_1083, 추 장관이 윤 총장의 수사지휘권을 
TEST_1084," 이프로스
 "
TEST_1085, 라임 사건과 관련해 야당 정치인 금
TEST_1086," 김봉현 전 스타모빌리티 회장
 Co"
TEST_1087, 검찰의 정치적 중립성 보장을 위해 
TEST_1088," 2020년
이번에 새로 나온 신제품"
TEST_1089," 국방부
이번에 새로 나온 제품은 어"
TEST_1090," 교육부와 보건복지부
이번에 새로 나"
TEST_1091," 35~39세
 Answer: 35~"
TEST_1092," 여가부
이번에 새로 나온 신제품은 "
TEST_1093," 8일
 "
TEST_1094," ‘잘 키운 딸 하나, 열 아들 안 "
TEST_1095," 인플레를 잡는 길
이번에 새로 나온"
TEST_1096," 우린 정보가족
이번에 새로 나온 제"
TEST_1097," 4개
이번에 새로 나온 제품은 어떤"
TEST_1098," ‘다시 뛰자 코리아!’
이번에 새로"
TEST_1099," 5종
 "
TEST_1100, 컵빙수는 오리지널 컵빙수와 커피 컵
TEST_1101," 커피 빙수 디카페인
"
TEST_1102," 혼디족
정답은 어디에 있지?
정답은"
TEST_1103, 혼자서 식사를 하거나 차를 마시는 
TEST_1104, 3개야. 이 지사는 이날 자신의 페
TEST_1105," 2021년 10월 10일
 "
TEST_1106, 감사위원을 선임·해임할 때 최대주주
TEST_1107, 이 지사는 지난 2일 여의도에서 여
TEST_1108, 이재명 경기지사는 지난 10일 자신
TEST_1109," 안산
 "
TEST_1110," 7월 28일
 "
TEST_1111, 국민의힘 김도읍 의원이야.이번에 새
TEST_1112, 조두순 전담 보호관찰사의 근무 경력
TEST_1113," 올해 10월
 "
TEST_1114," 정서적 지지
 "
TEST_1115, 87%야. 
TEST_1116, 6월 17일이야. 
TEST_1117," 경희대 사회복지학 교수는 누구야?
"
TEST_1118, 독일과 프랑스야. 
TEST_1119," 16조8898억원
 Answer: "
TEST_1120," M2는 현금과 요구불예금, 수시입출"
TEST_1121," 9조802억원
 Answer: 8조"
TEST_1122, 2년 미만 정기 예·적금은 오히려 
TEST_1123," 14조3580억원
이번에 새로 나온"
TEST_1124," 2020년 8월
이번에 새로 나온 "
TEST_1125," 강남구·서초구·송파구·강동구
이번에"
TEST_1126," 건국대학교
이번에 새로 나온 신제품"
TEST_1127," 2018년
이번에 새로 나온 신제품"
TEST_1128, 경북의 아파트 매매가격지수는 1년 
TEST_1129, 데이터바우처 사업은 데이터를 활용해
TEST_1130, 고병원성 조류 인플루엔자(AI) 확
TEST_1131," 101만개
 "
TEST_1132," 10일까지
 "
TEST_1133," 5486원
 "
TEST_1134," 산란계 농장
 "
TEST_1135," 29만여 마리
이번에 새로 나온 제"
TEST_1136," 파주
 "
TEST_1137," 71곳
이번에 새로 나온 제품은 어"
TEST_1138, 포천이야.이번에 새로 나온 제품은 
TEST_1139," 14일
이번에 새로 나온 제품은 어"
TEST_1140," 30명
 "
TEST_1141," 30명
 "
TEST_1142, 9명이었어. 하지만 23일에는 30
TEST_1143," 70개
이번에 새로 나온 제품은 어"
TEST_1144, 5곳이야. 이 중 한 곳은 서울에 
TEST_1145," 336.1Mbps
 "
TEST_1146," 56만2656명
 "
TEST_1147, 광주와 서울이야.이번에 새로 나온 
TEST_1148, 미국 내 타 통신사들의 평균 속도가
TEST_1149," 5만~35만원
이번에 새로 나온 제"
TEST_1150," 1000만원
이번에 새로 나온 제품"
TEST_1151," 12명
 Answer: 12명이번에"
TEST_1152," 전곡읍
 "
TEST_1153," 157명
 "
TEST_1154," 6명
이번에 새로 나온 제품은 어떤"
TEST_1155," 470명
이번에 새로 나온 제품은 "
TEST_1156," 58세
이번에 새로 나온 제품은 어"
TEST_1157," PDF
 "
TEST_1158," MS워드
 "
TEST_1159, 2021년 5월 12일까지야.이번에
TEST_1160," 5일
 "
TEST_1161," 2021년 4월 6일
이번에 새로 "
TEST_1162," 김우철
이번에 새로 나온 제품은 어"
TEST_1163," 공공참여형 고밀 재건축, 공공택지 "
TEST_1164," 임대인과 임차인
 "
TEST_1165," 경제부총리 겸 기획재정부 장관
이번"
TEST_1166," 40명
 Answer: 130여명
"
TEST_1167," 208동
 Answer: 130여명"
TEST_1168," 39명
 Answer: 18명
 A"
TEST_1169," 장미
 "
TEST_1170, 우면산 산사태가 일어났던 2011년
TEST_1171," 25일
 "
TEST_1172, 여야 추천위원 각 2명씩 총 7명이
TEST_1173, 공수처장 후보 추천위원회는 여당이 
TEST_1174," 이광범 변호사
이번에 새로 나온 제"
TEST_1175," 박경준 변호사
이번에 새로 나온 제"
TEST_1176," 65세
이번에 새로 나온 제품은 어"
TEST_1177," 충남 아산시 온천동
이번에 새로 나"
TEST_1178," 8일 오후 6시
이번에 새로 나온 "
TEST_1179," 오후 4시 30분
이번에 새로 나온"
TEST_1180," 무엇인가?
 "
TEST_1181," 보건복지부 장관
이번에 새로 나온 "
TEST_1182," 플레이그라운드
 "
TEST_1183," 2020년 2월
 "
TEST_1184," 쇼핑그라운드
 "
TEST_1185," 11개
이번에 새로 나온 제품은 어"
TEST_1186," 45억원
이번에 새로 나온 제품은 "
TEST_1187," 미국 아칸소 대학
 "
TEST_1188, 우한공과대학(Wuhan univer
TEST_1189," 4.324
 "
TEST_1190," Springer 출판사야.

이번 "
TEST_1191, 메타표면 기반 소재는 나노미터 크기
TEST_1192, 3%n 
TEST_1193," 2조원 이상
 "
TEST_1194, 29.38%n 
TEST_1195, 77%이번에 새로 나온 제품은 어떤
TEST_1196," 미국·영국·독일·프랑스·일본
 Co"
TEST_1197, 30~50% 
TEST_1198," 타미플루
 "
TEST_1199," 2~14일(추정)
 "
TEST_1200, 39.5%이번에 새로 나온 제품은 
TEST_1201," 피로감
 "
TEST_1202, 메디톡스가 정부 몰래 제품을 팔았어
TEST_1203," 5개
 "
TEST_1204," 보툴리눔 톡신
 "
TEST_1205, 메디톡스는 제품을 판매한 곳은 어디
TEST_1206, 메디톡스는 국가 출하 승인 대상이 
TEST_1207," 20억원
 "
TEST_1208," 15억2000만원
 "
TEST_1209," 5000만원
 "
TEST_1210," 16조4000억원
 "
TEST_1211, 11.7%
TEST_1212," 2010년
 "
TEST_1213," 다이소한림점
 "
TEST_1214," 이상훈
 "
TEST_1215," 용우종합건설
 "
TEST_1216," 양문석
 "
